title,id,stage,creation,activity,type,components,status,creator
"putenv() accepts names containing '=', return value of unsetenv() not checked",4926,4,2009-01-12.23:30:21,2014-02-03.19:19:48,5,['5'],1,2694
unicode_escape codec does not escape quotes,7615,4,2010-01-01.03:28:23,2014-02-03.19:19:32,5,['14'],1,11571
Support for nested classes and function for pyclbr,6691,4,2009-08-12.22:47:40,2014-02-03.19:18:11,None,['9'],1,4698
pickle.py is limited by python's call stack,3119,4,2008-06-16.04:06:24,2014-02-03.19:17:42,5,['9'],1,6636
mmap and exception type,5384,4,2009-02-27.17:23:13,2014-02-03.19:16:08,5,[],1,2529
Static library (libpythonX.Y.a) installed in incorrect location,6103,4,2009-05-25.05:26:12,2014-02-03.19:15:22,5,['7'],1,9138
Tweak to make string.Templates more customizable,1528167,4,2006-07-25.05:15:58,2014-02-03.19:09:14,6,['9'],1,2225
"mailbox module, two small fixes",3022,4,2008-06-01.21:29:32,2014-02-03.19:07:28,5,"['9', '29']",1,4698
sha and md5 fixer,2454,4,2008-03-22.01:00:42,2014-02-03.19:06:13,5,['20'],1,8
Reworked Dialog.py,4333,4,2008-11-17.00:23:24,2014-02-03.18:42:27,6,['13'],1,4698
socketmodule cleanups: allow the use of keywords in socket functions,1554,4,2007-12-04.16:02:53,2014-02-03.18:42:13,6,['9'],1,2135
Write mode option for fileinput module.,1613500,4,2006-12-11.21:16:56,2014-02-03.18:39:58,6,['9'],1,3749
"xml.dom.minidom does not escape CR, LF and TAB characters within attribute values",5752,4,2009-04-14.11:13:06,2014-02-03.18:37:26,5,['16'],1,10385
gdb debugging support additions (Tools/gdb/libpython.py),10566,4,2010-11-28.16:42:22,2014-02-03.18:36:04,6,['2'],1,9636
xmlrpc library returns string which contain null ( \x00 ),7727,4,2010-01-17.19:59:27,2014-02-03.18:27:19,5,['16'],1,11718
pydoc.Helper.help() ignores input/output init parameters,940286,4,2004-04-22.20:11:10,2014-02-03.17:13:36,5,['9'],1,4592
IDLE - standardize dialogs,2053,4,2008-02-09.00:10:20,2014-02-03.17:08:20,6,['6'],1,2557
argparse unittest tracebacks are confusing if an error is raised when not expected,9495,4,2010-08-03.16:21:53,2014-02-03.17:04:58,5,['12'],1,9663
atexit errors should result in nonzero exit code,1257,4,2007-10-10.19:56:26,2014-02-03.17:03:07,5,['8'],1,1751
Make Tkinter.py's nametowidget work with cloned menu widgets,734176,4,2003-05-07.20:11:52,2014-02-03.17:02:52,6,['13'],1,1717
unittest: display time used by each test case,4080,4,2008-10-08.20:28:15,2014-02-03.15:51:18,6,"['9', '12']",1,9366
Fixing several minor bugs in Tkinter.Canvas and one in Misc._configure,6225,4,2009-06-06.21:56:34,2014-02-03.15:48:41,5,['13'],1,4698
"Tkinter.PanedWindow: docstring fixes, change in paneconfigure and removed some returns",6159,4,2009-05-31.23:28:00,2014-02-03.15:48:20,5,['13'],1,4698
expat binding for XML_ParserReset,1208730,4,2005-05-25.20:37:55,2014-02-03.15:45:30,6,"['5', '16']",1,2251
doctest.py should include method descriptors when looking inside a class __dict__,4037,4,2008-10-04.00:13:25,2014-02-03.15:42:56,6,['9'],1,9342
python.desktop,1353344,4,2005-11-10.18:22:43,2014-02-03.15:34:02,6,['7'],1,1439
tempfile.mkdtemp() does not return absolute pathname when relative dir is specified,7325,4,2009-11-14.19:27:34,2014-02-03.15:33:39,5,['9'],1,1266
Replace tkapp.split() to tkapp.splitlist(),20350,4,2014-01-22.17:25:22,2014-02-03.07:45:37,5,"['9', '13']",1,15623
Add inspect.locate and inspect.resolve,12915,4,2011-09-06.16:30:32,2014-02-01.17:58:05,6,['9'],1,7641
Allow mappings as globals (was: Fix dictionary subclass ...),1402289,4,2006-01-11.00:24:45,2014-01-31.21:49:40,6,['8'],1,3674
hasattr doesn't show private (double underscore) attributes exist,8264,4,2010-03-30.10:52:24,2014-01-29.07:41:20,5,['4'],1,3572
inspect.dir_static,11770,4,2011-04-05.11:08:55,2014-01-29.06:44:33,6,['9'],1,9716
show Python mimetypes module some love,6626,4,2009-08-02.19:19:22,2014-01-25.03:41:52,5,['9'],1,10939
Using read_mime_types function from mimetypes module gives resource warning,18670,4,2013-08-06.15:31:44,2014-01-24.09:32:43,3,['9'],1,17937
Work with an extra field of gzip and zip files,17681,4,2013-04-09.15:03:01,2014-01-24.05:23:00,6,['9'],1,15623
Rename & explain sqlite3.Cursor.execute 'parameters'  param,20364,4,2014-01-23.10:42:59,2014-01-24.04:18:42,5,"['4', '9']",1,155
script_helper._assert_python should set TERM='' by default.,18300,4,2013-06-25.12:40:40,2014-01-22.14:49:36,5,[],1,9663
Bad multi-inheritance support in some libs like threading or multiprocessing,16572,4,2012-11-28.21:35:08,2014-01-17.08:22:00,5,['9'],1,16921
Ability to adjust queue size in Executors,14119,4,2012-02-25.00:19:01,2014-01-11.06:16:57,6,['9'],1,14826
Minor revision to the <BaseWidget._setup> method in Tkinter,15303,4,2012-07-09.08:25:49,2014-01-09.19:50:06,5,['13'],1,16255
subprocess seems to use local encoding and give no choice,6135,4,2009-05-28.07:08:42,2013-12-31.23:22:13,5,['9'],1,4041
ctypes find_library should search LD_LIBRARY_PATH on linux,9998,4,2010-09-30.14:45:07,2013-12-28.08:18:27,6,['22'],1,13066
TypeError when f_trace is None and tracing.,20041,4,2013-12-21.14:01:27,2013-12-24.15:18:24,5,['8'],1,12652
stat cache for import bootstrap,19216,4,2013-10-10.11:20:50,2013-12-22.17:46:58,7,[],1,3108
"os.makedirs('dir1/dir2', 0) always fails",19930,4,2013-12-08.11:09:05,2013-12-16.19:28:37,5,['9'],1,15623
inspect.getcomments() does not work in the interactive shell,16355,4,2012-10-29.11:58:50,2013-12-14.06:55:45,5,"['4', '9']",1,16574
__setstate__ is called for false values,12290,4,2011-06-09.02:20:57,2013-12-07.09:33:40,None,['4'],1,13918
"Exposing ""q"" and ""Q"" to multiprocessing.sharedctypes",19896,4,2013-12-05.11:13:04,2013-12-05.11:40:42,None,['9'],1,16370
ttk::themes missing from ttk.py,17397,4,2013-03-11.12:43:17,2013-12-01.10:54:38,6,['13'],1,2987
Correct __sizeof__ support for StringIO,15490,4,2012-07-29.19:53:36,2013-11-30.20:16:31,5,"['9', '23']",1,15623
argparse: nargs could accept range of options count,11354,4,2011-02-28.16:51:33,2013-11-30.04:54:14,6,['9'],1,13858
Make it easier to backport statistics to 2.7,19763,4,2013-11-25.07:31:36,2013-11-30.03:56:57,5,[],1,3108
Formatting of True/False in docs,19795,4,2013-11-26.09:18:45,2013-11-29.21:44:19,6,['4'],1,15623
socket.getaddrinfo() should return named tuples,8881,4,2010-06-02.21:31:26,2013-11-25.17:35:52,6,['9'],1,3080
simple callback system for Py_FatalError,1195571,4,2005-05-04.22:57:11,2013-11-23.19:42:38,6,['8'],1,3615
Add multibyte encoding support to pyexpat,18059,4,2013-05-25.18:41:28,2013-11-22.23:35:57,6,"['5', '16']",1,15623
"Change ""customise"" to ""customize"".",19504,4,2013-11-05.13:46:40,2013-11-18.01:10:30,None,['4'],1,2799
Abstract base class for hashlib,18742,4,2013-08-14.22:31:12,2013-11-17.16:55:18,6,[],1,3108
ssl: add set_msg_callback function,15464,4,2012-07-27.01:34:16,2013-11-17.14:27:48,6,['5'],1,16327
internal_setblocking() doesn't check return value of fcntl(),18550,4,2013-07-24.19:39:39,2013-11-17.14:20:07,5,[],1,3108
Add _Py_memset_s() to securely clear memory,17405,4,2013-03-12.16:54:12,2013-11-17.13:53:37,4,[],1,3108
tabnanny unit tests,19382,4,2013-10-24.22:58:45,2013-11-16.23:50:47,6,['12'],1,18472
nturl2path test coverage,19383,4,2013-10-24.23:33:34,2013-11-16.23:45:11,6,['12'],1,18472
Remove empty tests in test_bytes.FixedStringTest,19587,4,2013-11-14.17:47:22,2013-11-16.21:05:05,6,['12'],1,15467
ipaddress documentation errors,18802,4,2013-08-21.21:00:57,2013-11-10.01:42:46,6,['9'],1,3774
multipart/form-data encoding,3244,4,2008-06-30.18:04:19,2013-11-08.05:26:28,6,['29'],1,2197
FIPS support for hashlib,9216,4,2010-07-10.00:22:13,2013-11-06.14:10:29,6,['9'],1,11193
Add tests for bdb (previously not tested),19417,4,2013-10-27.17:51:48,2013-11-03.21:30:02,6,['12'],1,18472
listen socket close in SocketServer.ForkingMixIn.process_request(),5715,4,2009-04-07.00:30:48,2013-10-31.22:00:17,5,['9'],1,10348
Do not cache re.compile,17441,4,2013-03-16.21:08:56,2013-10-28.23:14:22,6,"['9', '11']",1,15623
Add Clang to distutils to build C/C++ extensions,18834,4,2013-08-25.19:33:46,2013-10-25.18:12:51,6,['3'],1,18276
Add Mingw recognition to pyport.h to allow building extensions,6672,4,2009-08-09.12:24:49,2013-10-24.10:00:15,None,"['1', '15']",1,10972
"tutorial intro talks of ""shallow copy"" concept without explanation",14112,4,2012-02-24.19:50:04,2013-10-24.09:57:27,6,['4'],1,13754
"platform._parse_release_file doesn't close the /etc/lsb-release file, doesn't know about 'Ubuntu'",17761,4,2013-04-16.14:49:04,2013-10-23.11:06:48,5,['9'],1,169
"stat.filemode returns ""-"" for sockets and unknown types",17913,4,2013-05-06.09:11:20,2013-10-21.12:20:56,5,['9'],1,3108
Increased test coverage for datetime pickling,19265,4,2013-10-15.11:24:40,2013-10-19.05:49:17,6,"['9', '12']",1,18472
PyArg_ParseTuple: wrong use of seterror() clips helpful type error annotation,19253,4,2013-10-13.21:08:13,2013-10-14.15:59:35,5,['8'],1,93
Machine integers,887237,4,2004-01-29.20:34:30,2013-10-14.02:08:03,6,"['5', '22']",1,2257
readline.replace_history_item still leaks memory,12186,4,2011-05-26.12:20:01,2013-10-12.20:38:51,3,"['5', '9']",1,11968
Introduce option to force the interpreter to exit upon MemoryErrors,16381,4,2012-11-01.13:15:04,2013-10-10.23:11:12,6,['8'],1,1796
Implement __subclasshook__() for Finders and Loaders in importlib.abc,18862,4,2013-08-28.03:10:36,2013-10-05.05:10:49,6,['9'],1,14000
winsound.PlaySound() with SND_MEMORY should accept bytes instead of strings,11620,4,2011-03-21.00:34:40,2013-10-01.03:48:08,5,"['5', '15']",1,13977
Use pprint in displayhook,19103,4,2013-09-27.11:41:47,2013-09-29.20:22:18,6,[],1,15623
test_sys.test_ioencoding_nonascii() fails with ASCII locale encoding,19058,4,2013-09-20.21:29:35,2013-09-28.21:06:28,5,['12'],1,2040
"Fixing tarfile._mode when using gzip via "":gz""",18575,4,2013-07-28.08:35:14,2013-09-20.19:24:34,5,['9'],1,18067
timeit: Use thousands separators and print number of loops per second,18975,4,2013-09-08.16:00:31,2013-09-16.09:54:48,6,['9'],1,18304
Add support for the new data option supported by event generate (Tk 8.5),3405,4,2008-07-18.12:52:45,2013-09-15.11:03:03,6,['13'],1,4698
Use argparse in the profile/cProfile modules,18971,4,2013-09-08.14:48:55,2013-09-13.20:56:32,6,['9'],1,15623
Use argparse in the calendar module,18973,4,2013-09-08.15:06:16,2013-09-08.21:09:31,6,['9'],1,15623
tarfile may not make @LongLink for non-ascii character,15875,4,2012-09-07.01:24:21,2013-09-04.02:29:09,5,['9'],1,16497
make pystone.py Py3 compatible in benchmark suite,18899,4,2013-09-01.17:34:51,2013-09-01.17:43:20,5,['24'],1,2153
"Add textwrap.dedent, .indent, as str methods.",18335,4,2013-07-01.05:33:49,2013-09-01.01:58:54,6,[],1,155
"Segfault in hashlib in OpenSSL FIPS mode using non-FIPS-compliant hashes, if ""ssl"" imported before ""hashlib""",9146,4,2010-07-02.19:10:08,2013-08-24.22:36:08,1,['9'],1,11193
Resurrect and fix test_404 in Lib/test/test_xmlrpc.py,18799,4,2013-08-21.15:57:23,2013-08-23.20:12:53,5,['12'],1,17937
Importing ctypes.wintypes on Linux gives a traceback,16396,4,2012-11-03.15:22:51,2013-08-23.04:24:01,5,['22'],1,2984
Pure Python operator.index doesn't match the C version.,18712,4,2013-08-12.14:09:38,2013-08-21.09:03:12,5,['5'],1,1118
make *.rst files in Doc/ parseable by doctest,15939,4,2012-09-13.13:41:34,2013-08-17.15:15:58,6,['4'],1,12075
Get virtual subclasses of an ABC,18737,4,2013-08-14.13:13:13,2013-08-14.15:54:55,6,['9'],1,3108
subprocess: inheritance of std descriptors inconsistent,1227748,4,2005-06-26.13:37:33,2013-08-13.22:19:35,5,"['4', '9']",1,2196
getxattr on Linux ZFS native filesystem happily returns partial values,18694,4,2013-08-09.04:55:33,2013-08-13.11:13:24,5,['9'],1,2731
test for request.urlretrieve,18717,4,2013-08-12.19:36:54,2013-08-12.19:59:21,6,['12'],1,18234
Add PyState_GetModuleAttr,18710,4,2013-08-12.12:40:41,2013-08-12.14:08:35,6,"['5', '8']",1,2040
"PEP 3121, 384 refactoring applied to elementtree module",15651,4,2012-08-14.18:25:20,2013-08-11.00:45:03,3,['5'],1,15796
xml.etree.cElementTree lacks full dir() on Element,7990,4,2010-02-22.16:36:02,2013-08-04.01:53:50,6,"['5', '16']",1,9849
rewrite CGIHTTPRequestHandler to always use subprocess,16945,4,2013-01-12.14:14:43,2013-08-02.06:56:00,5,[],1,12146
Python 3.3/3.4 installation issue on OpenSUSE lib/lib64 folders,15631,4,2012-08-12.17:58:23,2013-08-01.20:55:41,None,['1'],1,15090
In unittest doc change WidgetTestCase to SimpleWidgetTestCase in suite(),18548,4,2013-07-24.18:48:41,2013-07-29.15:51:55,6,['4'],1,12289
new urllib2.Request 'timeout' attribute needs to have a default,4079,4,2008-10-08.18:29:58,2013-07-29.01:40:54,5,['9'],1,2952
a -= b should be fast if a is a small set and b is a large set,8425,4,2010-04-16.17:19:41,2013-07-28.04:10:08,3,['8'],1,12207
show the effective count of process when running the testsuite,18376,4,2013-07-06.10:42:17,2013-07-25.03:51:58,6,['12'],1,11184
Change _tkinter initialization for new versions of Aqua Tk on OS X,5120,4,2009-01-31.21:25:49,2013-07-22.11:07:51,None,['13'],1,4698
PyType_Ready() should sanity-check the tp_name field,18287,4,2013-06-23.15:12:52,2013-07-19.16:57:35,1,['8'],1,18045
Add struct.Struct.nmemb,12740,4,2011-08-12.11:33:27,2013-07-12.06:37:12,6,['9'],1,11089
Add devhelp build instructions to the documentation makefile,18384,4,2013-07-06.16:07:52,2013-07-09.14:00:06,6,['4'],1,18098
argparse with many choices can generate absurdly long usage message,16418,4,2012-11-05.23:11:51,2013-07-09.03:13:26,6,"['4', '9']",1,16832
OS X installer build script: permissions not ensured,14299,4,2012-03-14.03:21:01,2013-07-07.19:58:24,5,['10'],1,398
platform.architecture() gives misleading results for OS X multi-architecture executables,10735,4,2010-12-19.06:28:26,2013-07-06.11:47:20,5,"['9', '10']",1,5248
Re-enable threading test on OSX,18049,4,2013-05-24.14:27:46,2013-07-06.08:39:00,5,['10'],1,925
returning after forking a child thread doesn't call Py_Finalize,6642,4,2009-08-04.18:21:49,2013-07-06.08:36:18,5,"['8', '9']",1,10332
C/API PyErr_AsUnicode(),6284,4,2009-06-14.17:03:37,2013-07-06.00:36:07,6,['8'],1,10515
#include <wctype.h> in Objects/unicodetype_db.h and	Objects/unicodectype.c,11309,4,2011-02-24.14:51:43,2013-07-06.00:30:06,2,['1'],1,13838
Make errors due to full parser stack identifiable,11343,4,2011-02-26.22:39:50,2013-06-30.05:58:25,6,['8'],1,9933
extra code in argparse.py,17940,4,2013-05-08.22:32:30,2013-06-29.00:01:15,6,['9'],1,17837
add weakref support to types.SimpleNamespace,15004,4,2012-06-05.02:58:51,2013-06-25.05:16:50,6,[],1,14000
./configure --with-stdc89 to test ANSI C conformity,4558,4,2008-12-06.02:25:26,2013-06-24.14:09:26,6,['1'],1,3108
"SSL/TLS sni use in smtp,pop,imap,nntp,ftp client libs by default",10852,4,2011-01-07.04:42:58,2013-06-17.18:23:45,6,['9'],1,11116
"Add TLS-SRP (RFC 5054) support to ssl, _ssl, http, and urllib",11943,4,2011-04-27.22:28:50,2013-06-14.14:08:58,6,['9'],1,14192
"Try to print repr() when an C-level assert fails (in the garbage collector, beyond?)",9263,4,2010-07-14.23:50:49,2013-06-10.19:53:31,6,['8'],1,11193
socket.getsockname() inconsistent return type with AF_UNIX,17683,4,2013-04-10.01:02:50,2013-06-01.17:26:38,5,['9'],1,3080
pprint long non-printable bytes as hexdump,17868,4,2013-04-29.18:19:29,2013-05-20.18:20:04,5,['9'],1,15623
smtplib SMTP_SSL not working.,4470,4,2008-11-30.16:23:33,2013-05-19.19:07:39,5,['9'],1,9642
Adding an atomic FS write API,8604,4,2010-05-03.12:43:57,2013-05-16.14:11:36,6,['9'],1,9989
tkinter/Python 3.3.0: peer_create doesn't instantiate Text,17945,4,2013-05-09.14:36:22,2013-05-13.20:06:08,5,['13'],1,17810
add ScheduledExecutor,17956,4,2013-05-11.17:45:42,2013-05-13.15:44:39,6,['9'],1,12146
Handle corrupted gzip files with unexpected EOF,1159051,4,2005-03-08.13:57:41,2013-05-12.10:47:24,5,['9'],1,181
Non-informative error message in index() and remove() functions,13349,4,2011-11-05.20:49:37,2013-05-06.21:36:30,5,"['5', '8']",1,14287
symmetric difference operation applicable to more than two sets,17854,4,2013-04-27.11:47:20,2013-05-04.22:12:48,6,['4'],1,17587
no way to determine First weekday (based on locale),17659,4,2013-04-08.08:48:03,2013-04-28.16:01:00,6,['9'],1,17650
Add docstrings for ElementTree module,16954,4,2013-01-13.15:26:53,2013-04-14.21:47:17,6,"['4', '16']",1,15623
IDLE: add cursor noblink option,4630,4,2008-12-11.08:05:53,2013-04-12.06:08:35,6,['6'],1,4041
Globals / builtins cache,10401,4,2010-11-12.21:24:29,2013-04-07.23:10:18,7,['8'],1,2040
Calling SocketServer.shutdown() when server_forever() was not called will hang,12463,4,2011-07-01.10:46:37,2013-04-07.20:40:55,5,['9'],1,13573
shutil.rmtree and os.listdir cannot recover on error conditions,8523,4,2010-04-24.18:57:42,2013-04-07.19:11:40,6,['9'],1,12263
zipimport.c needs to support namespace packages when no 'directory' entry exists,14905,4,2012-05-25.00:27:06,2013-04-04.10:12:12,5,['5'],1,2799
PyTraceBack_Print() fails if signal received but PyErr_CheckSignals() not called,13673,4,2011-12-28.21:34:59,2013-04-03.10:41:05,5,['8'],1,13976
Faster unicode-escape and raw-unicode-escape codecs,16334,4,2012-10-26.22:48:25,2013-04-03.00:27:54,7,"['8', '14']",1,15623
Crash when modifying sys.modules during import,15578,4,2012-08-07.20:50:29,2013-03-26.17:59:59,1,['8'],1,14
gdbm with /usr/include/ndbm.h,9420,4,2010-07-29.17:26:19,2013-03-25.20:12:10,2,['1'],1,12736
hg hook to detect unmerged changesets,15917,4,2012-09-11.05:13:10,2013-03-22.17:41:30,6,[],1,7047
Improve ast.literal_eval test suite coverage,17490,4,2013-03-20.02:34:35,2013-03-21.15:02:10,6,[],1,1309
Add a profile decorator to profile and cProfile,9285,4,2010-07-17.14:01:10,2013-03-14.13:20:09,6,"['5', '9']",1,3080
profile does not dump stats on exception like cProfile does,12684,4,2011-08-03.01:43:17,2013-03-14.09:56:21,5,['9'],1,11830
update PEP 393 (match implementation),13604,4,2011-12-15.04:25:46,2013-03-14.08:19:59,None,['4'],1,15267
Maildir iterator leaks file descriptors by default,11767,4,2011-04-04.23:11:08,2013-03-13.21:20:45,5,['9'],1,14067
pyunit script as shorthand for python -m unittest,14266,4,2012-03-12.21:00:36,2013-03-04.20:48:53,None,['9'],1,9716
Hint about correct ismethod and isfunction usage,16851,4,2013-01-03.16:41:29,2013-03-04.18:00:18,6,['4'],1,16796
Use :role:`sys.thing` instead of ``sys.thing`` throughout,12301,4,2011-06-09.16:22:29,2013-03-02.13:05:33,6,['4'],1,7641
Rewrite ElementTree tests in a cleaner and safer way,15083,4,2012-06-16.03:52:39,2013-02-27.05:12:30,5,['12'],1,9740
cgitb fails when frame arguments are deleted (due to inspect bug I think),17246,4,2013-02-19.22:22:36,2013-02-22.22:59:09,5,['9'],1,17329
Update Building C and C++ Extensions with distutils documentation,17264,4,2013-02-21.05:31:37,2013-02-21.16:16:05,None,['4'],1,14674
multiprocessing.connection challenge implicitly uses MD5,17258,4,2013-02-20.20:11:36,2013-02-20.22:57:06,None,['9'],1,11193
re.VERBOSE whitespace behavior not completely documented,15606,4,2012-08-09.17:50:17,2013-02-15.21:08:52,6,"['4', '11']",1,16374
posixmodule expects sizeof(pid_t/gid_t/uid_t) <= sizeof(long),2005,4,2008-02-03.19:58:43,2013-02-14.09:19:52,5,['5'],1,3108
Allow signed line number deltas in the code object's  line number table,16956,4,2013-01-13.18:42:34,2013-02-09.23:01:07,6,[],1,13034
Shelve references globals in its __del__ method,11640,4,2011-03-22.22:15:42,2013-02-06.18:17:53,5,['9'],1,13989
Tests unwillingly writing unicocde to raw streams,8765,4,2010-05-19.12:17:54,2013-02-02.21:21:54,5,['23'],1,9459
Control what module is imported first,12919,4,2011-09-06.17:53:35,2013-02-01.22:07:59,6,['8'],1,37
configure options don't trickle down to distutils,4010,4,2008-10-01.16:43:52,2013-02-01.21:59:16,5,"['1', '3']",1,15
Default SDK value on MacOSX needs changing,11485,4,2011-03-13.21:28:15,2013-01-31.12:02:27,5,"['1', '10']",1,925
"Allow to restrict ModuleFinder to get ""direct"" dependencies",1284670,4,2005-09-08.09:28:31,2013-01-25.19:18:16,6,['9'],1,3527
timemodule.c: Python loses current timezone,762963,4,2003-06-30.02:18:54,2013-01-25.19:14:46,5,['5'],1,2150
collections.Counter.least_common,16994,4,2013-01-18.12:24:33,2013-01-19.09:49:49,6,['9'],1,17163
Documentation about sqlite3 isolation_level,8145,4,2010-03-15.09:01:43,2013-01-14.00:47:22,6,['4'],1,12030
pty.read raises IOError when slave pty device is closed,5380,4,2009-02-27.08:03:32,2013-01-12.12:49:35,5,"['9', '23']",1,10124
urllib.unquote decodes percent-escapes with Latin-1,8136,4,2010-03-14.08:48:21,2013-01-04.18:03:23,5,['9'],1,8864
Integrate Buildroot patches (cross-compilation),11365,4,2011-03-01.21:40:32,2013-01-03.01:36:19,6,['1'],1,2377
RUNSHARED wrong for OSX no framework,16591,4,2012-12-01.19:43:13,2012-12-31.17:12:49,2,['1'],1,11711
'exceptions' import fixer,2350,4,2008-03-17.19:22:08,2012-12-30.17:30:59,6,['20'],1,37
Using new 'bool' format character,15999,4,2012-09-21.15:47:09,2012-12-29.22:17:44,6,"['5', '8']",1,15623
make __closure__ writable,14369,4,2012-03-19.17:51:16,2012-12-29.03:40:25,6,['8'],1,12874
Allow dircmp.subdirs to behave well under subclassing,15450,4,2012-07-26.00:00:03,2012-12-27.10:59:55,6,['9'],1,12075
Make zlib accept keyword-arguments,16764,4,2012-12-24.12:45:08,2012-12-24.14:58:05,6,['5'],1,9817
"trace function not set, causing some Pdb commands to fail",14728,4,2012-05-05.10:43:44,2012-12-05.11:07:49,5,['9'],1,12652
Make python code compilable with a C++ compiler,4805,4,2009-01-02.04:56:46,2012-12-03.08:08:08,6,[],1,1427
The description of the argument of MAKE_FUNCTION and MAKE_CLOSURE is incorrect,16554,4,2012-11-25.22:15:40,2012-11-28.12:23:03,None,['4'],1,11409
Improve documentation of exec,8824,4,2010-05-26.17:36:46,2012-11-25.18:51:54,6,['4'],1,155
TypeError message incorrect for max() with one keyword arg,16515,4,2012-11-20.22:36:57,2012-11-23.18:07:53,5,['8'],1,12075
datetime.strptime parses input wrong,12886,4,2011-09-02.14:33:26,2012-11-18.21:54:59,5,['9'],1,11202
Enhance frame handing in warnings.warn(),850482,4,2003-11-27.23:12:08,2012-11-17.17:09:42,6,['9'],1,22
register command forgets password if no config file is created,16466,4,2012-11-13.18:02:39,2012-11-13.18:52:00,5,['3'],1,2984
"PEP 3121, 384 Refactoring applied to array module",15675,4,2012-08-15.15:13:46,2012-11-08.13:34:31,3,['5'],1,15796
"PEP 3121, 384 refactoring applied to hashopenssl module",15653,4,2012-08-14.18:42:13,2012-11-08.13:28:05,3,['5'],1,15796
Missing return values for PyUnicode C/API functions,8269,4,2010-03-30.23:26:56,2012-11-08.08:32:55,6,['4'],1,12121
Use C type names (PyUnicode etc;) in the C API docs,8939,4,2010-06-08.13:14:33,2012-11-08.07:55:04,6,['4'],1,2040
urllib/httplib header capitalization,2275,4,2008-03-11.21:22:19,2012-11-06.22:50:17,5,['9'],1,5724
Patch for zip decryption speedup,10030,4,2010-10-05.20:08:50,2012-11-04.20:36:25,7,['9'],1,11056
Eliminate the use of deprecated OS X APIs in getpath.c,15498,4,2012-07-30.07:34:24,2012-10-26.09:17:32,None,['10'],1,5248
Bring test.support docs up to date,11015,4,2011-01-26.02:46:08,2012-10-24.23:11:01,5,[],1,1309
"os.makedirs exist_ok documentation is incorrect, as is some of the behavior",13498,4,2011-11-29.13:42:02,2012-10-23.13:17:24,5,"['4', '9']",1,9663
rlcompleter adds builtins when custom dict is used,5256,4,2009-02-14.00:04:18,2012-10-15.20:08:48,6,['9'],1,10092
Move generator specific sections out of ceval.,13607,4,2011-12-16.00:02:53,2012-10-15.19:24:22,7,['8'],1,3792
tokenize: add support for tokenizing 'str' objects,9969,4,2010-09-28.13:17:17,2012-10-15.13:28:08,6,['9'],1,11255
email module does not unfold headers,4696,4,2008-12-18.20:59:27,2012-10-10.21:29:02,5,['9'],1,9788
Patch for thread-support in md5module.c,4818,4,2009-01-03.11:23:59,2012-10-06.23:44:01,7,['5'],1,9817
`make patchcheck` should check the whitespace of .c/.h files,8912,4,2010-06-06.03:24:37,2012-10-06.03:35:48,6,[],1,37
Patches for thread-support in built-in SHA modules,4821,4,2009-01-03.17:08:23,2012-10-05.10:28:44,7,['5'],1,9817
PyMemoryView_FromBuffer() behavior change (possible regression),15821,4,2012-08-30.09:53:08,2012-09-28.15:17:24,5,['8'],1,11089
Expand unicodedata module documentation,10665,4,2010-12-09.21:31:00,2012-09-26.18:46:07,6,"['4', '14']",1,1427
Titlecase as defined in Unicode Case Mappings not followed,6412,4,2009-07-03.23:14:47,2012-09-26.17:10:40,5,['9'],1,6492
format(value) and value.__format__() behave differently with unicode format,15952,4,2012-09-16.19:59:50,2012-09-23.11:15:10,5,['4'],1,12075
Enhanced cPython profiler with high-resolution timer,2281,4,2008-03-12.21:56:47,2012-09-22.09:05:15,7,['5'],1,4234
Always rewrite single-file mailboxes in-place,15122,4,2012-06-21.10:45:50,2012-09-09.10:51:23,6,['29'],1,14287
Optimisation of if with constant expression,7682,4,2010-01-12.12:22:01,2012-09-06.20:42:43,7,['8'],1,11681
importlib.h should be regenerated when the marshaling code changes,15352,4,2012-07-14.19:41:05,2012-08-24.02:50:18,5,['1'],1,11255
PEP 384 Refactoring applied to _csv module,14935,4,2012-05-28.16:22:51,2012-08-14.09:08:16,6,['5'],1,15796
Add Py_BREAKPOINT and sys._breakpoint hooks,9635,4,2010-08-18.23:43:23,2012-08-09.01:22:05,6,"['8', '9']",1,11193
ctypes Structures with subclassed types in the _fields_ list,15459,4,2012-07-26.18:35:05,2012-08-03.02:58:45,5,['22'],1,66
Add option to not install into /Applications,11486,4,2011-03-13.21:32:20,2012-07-31.18:43:00,5,"['1', '10']",1,925
Improve filecmp documentation,15430,4,2012-07-23.02:39:30,2012-07-23.04:18:44,5,['4'],1,1741
"file.{read,readlines} behaviour on Solaris",8893,4,2010-06-03.23:50:43,2012-07-21.20:50:49,5,['23'],1,7281
Improvements to trace._Ignore,10908,4,2011-01-14.15:52:50,2012-07-15.03:53:40,7,['9'],1,10753
"setup.py only adds /prefix/lib, not /prefix/lib64",14791,4,2012-05-12.16:40:42,2012-07-08.04:44:29,5,['1'],1,2040
csv writer doesn't escape escapechar,12178,4,2011-05-25.18:27:10,2012-07-07.08:40:10,5,['5'],1,14333
ast.literal_eval fails on some literals,15245,4,2012-07-03.20:11:26,2012-07-06.17:29:31,6,['9'],1,13999
irda socket support,1522400,4,2006-07-14.08:19:28,2012-06-25.19:22:13,6,['5'],1,3717
